week_ending,retailer,region,brand,sku,price,units,dollars,promo_flag,feature_display,stores_selling,on_promo,featured
2024-08-11,Walmart,South,Garrett,Cheddar 6oz,5.49,19,104.31,0,0,363,No,No
2024-08-11,Walmart,South,Garrett,Caramel 6oz,5.29,17,89.93,0,0,368,No,No
2024-08-11,Walmart,South,Garrett,Mix 10oz,8.99,23,206.77,0,0,351,No,No
2024-08-11,Walmart,South,Garrett,Caramel 10oz,8.49,16,135.84,0,0,358,No,No
2024-08-11,Walmart,South,Garrett,Cheddar 10oz,8.79,15,131.85,0,1,337,No,Yes
2024-08-11,Walmart,South,Garrett,Variety 12pk,18.99,9,170.91,0,1,342,No,Yes
2024-08-11,Walmart,South,Competitor A,Cheddar 6oz,5.49,48,263.52,0,0,713,No,No
2024-08-11,Walmart,South,Competitor A,Caramel 6oz,5.29,35,185.15,0,0,717,No,No
2024-08-11,Walmart,South,Competitor A,Mix 10oz,8.99,48,431.52,0,0,751,No,No
2024-08-11,Walmart,South,Competitor A,Caramel 10oz,8.49,31,263.19,0,0,707,No,No
2024-08-11,Walmart,South,Competitor A,Cheddar 10oz,8.79,35,307.65,0,0,747,No,No
2024-08-11,Walmart,South,Competitor A,Variety 12pk,16.55,30,496.5,1,0,712,Yes,No
2024-08-11,Walmart,South,Competitor B,Cheddar 6oz,4.57,24,109.68,1,0,438,Yes,No
2024-08-11,Walmart,South,Competitor B,Caramel 6oz,4.28,22,94.16,1,0,439,Yes,No
2024-08-11,Walmart,South,Competitor B,Mix 10oz,8.99,20,179.8,0,0,419,No,No
2024-08-11,Walmart,South,Competitor B,Caramel 10oz,8.49,16,135.84,0,0,433,No,No
2024-08-11,Walmart,South,Competitor B,Cheddar 10oz,8.79,17,149.43,0,0,389,No,No
2024-08-11,Walmart,South,Competitor B,Variety 12pk,18.99,9,170.91,0,0,414,No,No
2024-08-11,Walmart,West,Garrett,Cheddar 6oz,4.7,23,108.1,1,0,356,Yes,No
2024-08-11,Walmart,West,Garrett,Caramel 6oz,5.29,22,116.38,0,1,339,No,Yes
2024-08-11,Walmart,West,Garrett,Mix 10oz,8.99,19,170.81,0,0,375,No,No
2024-08-11,Walmart,West,Garrett,Caramel 10oz,6.99,21,146.79,1,0,362,Yes,No
2024-08-11,Walmart,West,Garrett,Cheddar 10oz,8.79,20,175.8,0,1,364,No,Yes
2024-08-11,Walmart,West,Garrett,Variety 12pk,14.35,18,258.3,1,0,375,Yes,No
2024-08-11,Walmart,West,Competitor A,Cheddar 6oz,5.49,56,307.44,0,1,731,No,Yes
2024-08-11,Walmart,West,Competitor A,Caramel 6oz,4.38,49,214.62,1,0,709,Yes,No
2024-08-11,Walmart,West,Competitor A,Mix 10oz,8.99,54,485.46,0,0,699,No,No
2024-08-11,Walmart,West,Competitor A,Caramel 10oz,8.49,38,322.62,0,1,686,No,Yes
2024-08-11,Walmart,West,Competitor A,Cheddar 10oz,7.99,44,351.56,1,0,772,Yes,No
2024-08-11,Walmart,West,Competitor A,Variety 12pk,18.99,24,455.76,0,0,730,No,No
2024-08-11,Walmart,West,Competitor B,Cheddar 6oz,5.49,19,104.31,0,0,409,No,No
2024-08-11,Walmart,West,Competitor B,Caramel 6oz,5.29,20,105.8,0,0,416,No,No
2024-08-11,Walmart,West,Competitor B,Mix 10oz,8.99,25,224.75,0,0,424,No,No
2024-08-11,Walmart,West,Competitor B,Caramel 10oz,8.49,16,135.84,0,0,424,No,No
2024-08-11,Walmart,West,Competitor B,Cheddar 10oz,8.79,17,149.43,0,0,423,No,No
2024-08-11,Walmart,West,Competitor B,Variety 12pk,18.99,14,265.86,0,0,422,No,No
2024-08-11,Target,Midwest,Garrett,Cheddar 6oz,5.49,26,142.74,0,0,442,No,No
2024-08-11,Target,Midwest,Garrett,Caramel 6oz,5.29,26,137.54,0,1,410,No,Yes
2024-08-11,Target,Midwest,Garrett,Mix 10oz,8.99,32,287.68,0,0,430,No,No
2024-08-11,Target,Midwest,Garrett,Caramel 10oz,6.88,21,144.48,1,0,400,Yes,No
2024-08-11,Target,Midwest,Garrett,Cheddar 10oz,8.79,20,175.8,0,0,432,No,No
2024-08-11,Target,Midwest,Garrett,Variety 12pk,18.99,15,284.85,0,0,448,No,No
2024-08-11,Target,Midwest,Competitor A,Cheddar 6oz,5.49,41,225.09,0,0,561,No,No
2024-08-11,Target,Midwest,Competitor A,Caramel 6oz,5.29,33,174.57,0,1,562,No,Yes
2024-08-11,Target,Midwest,Competitor A,Mix 10oz,8.99,42,377.58,0,1,536,No,Yes
2024-08-11,Target,Midwest,Competitor A,Caramel 10oz,6.53,35,228.55,1,0,607,Yes,No
2024-08-11,Target,Midwest,Competitor A,Cheddar 10oz,8.79,29,254.91,0,0,565,No,No
2024-08-11,Target,Midwest,Competitor A,Variety 12pk,18.99,28,531.72,0,1,543,No,Yes
2024-08-11,Target,Midwest,Competitor B,Cheddar 6oz,5.49,13,71.37,0,0,378,No,No
2024-08-11,Target,Midwest,Competitor B,Caramel 6oz,5.29,16,84.64,0,0,376,No,No
2024-08-11,Target,Midwest,Competitor B,Mix 10oz,6.96,28,194.88,1,0,400,Yes,No
2024-08-11,Target,Midwest,Competitor B,Caramel 10oz,6.94,24,166.56,1,0,388,Yes,No
2024-08-11,Target,Midwest,Competitor B,Cheddar 10oz,7.55,25,188.75,1,1,394,Yes,Yes
2024-08-11,Target,Midwest,Competitor B,Variety 12pk,18.99,11,208.89,0,0,395,No,No
2024-08-11,Target,Northeast,Garrett,Cheddar 6oz,5.49,19,104.31,0,0,434,No,No
2024-08-11,Target,Northeast,Garrett,Caramel 6oz,4.72,24,113.28,1,0,409,Yes,No
2024-08-11,Target,Northeast,Garrett,Mix 10oz,8.99,19,170.81,0,0,424,No,No
2024-08-11,Target,Northeast,Garrett,Caramel 10oz,8.49,14,118.86,0,0,417,No,No
2024-08-11,Target,Northeast,Garrett,Cheddar 10oz,8.79,15,131.85,0,0,438,No,No
2024-08-11,Target,Northeast,Garrett,Variety 12pk,18.99,11,208.89,0,0,425,No,No
2024-08-11,Target,Northeast,Competitor A,Cheddar 6oz,4.65,48,223.2,1,0,594,Yes,No
2024-08-11,Target,Northeast,Competitor A,Caramel 6oz,5.29,26,137.54,0,0,560,No,No
2024-08-11,Target,Northeast,Competitor A,Mix 10oz,8.99,41,368.59,0,0,596,No,No
2024-08-11,Target,Northeast,Competitor A,Caramel 10oz,7.24,27,195.48,1,0,552,Yes,No
2024-08-11,Target,Northeast,Competitor A,Cheddar 10oz,7.1,39,276.9,1,0,590,Yes,No
2024-08-11,Target,Northeast,Competitor A,Variety 12pk,18.99,22,417.78,0,0,561,No,No
2024-08-11,Target,Northeast,Competitor B,Cheddar 6oz,5.49,22,120.78,0,1,391,No,Yes
2024-08-11,Target,Northeast,Competitor B,Caramel 6oz,5.29,15,79.35,0,0,396,No,No
2024-08-11,Target,Northeast,Competitor B,Mix 10oz,7.91,22,174.02,1,0,375,Yes,No
2024-08-11,Target,Northeast,Competitor B,Caramel 10oz,8.49,15,127.35,0,0,413,No,No
2024-08-11,Target,Northeast,Competitor B,Cheddar 10oz,8.79,14,123.06,0,0,383,No,No
2024-08-11,Target,Northeast,Competitor B,Variety 12pk,18.99,9,170.91,0,0,391,No,No
2024-08-11,Target,South,Garrett,Cheddar 6oz,4.66,26,121.16,1,0,421,Yes,No
2024-08-11,Target,South,Garrett,Caramel 6oz,5.29,15,79.35,0,0,428,No,No
2024-08-11,Target,South,Garrett,Mix 10oz,8.99,20,179.8,0,0,422,No,No
2024-08-11,Target,South,Garrett,Caramel 10oz,8.49,12,101.88,0,0,432,No,No
2024-08-11,Target,South,Garrett,Cheddar 10oz,8.79,19,167.01,0,0,424,No,No
2024-08-11,Target,South,Garrett,Variety 12pk,17.05,15,255.75,1,1,431,Yes,Yes
2024-08-11,Target,South,Competitor A,Cheddar 6oz,5.03,35,176.05,1,0,573,Yes,No
2024-08-11,Target,South,Competitor A,Caramel 6oz,5.29,24,126.96,0,1,571,No,Yes
2024-08-11,Target,South,Competitor A,Mix 10oz,8.99,24,215.76,0,0,578,No,No
2024-08-11,Target,South,Competitor A,Caramel 10oz,7.7,26,200.2,1,0,576,Yes,No
2024-08-11,Target,South,Competitor A,Cheddar 10oz,6.86,33,226.38,1,0,588,Yes,No
2024-08-11,Target,South,Competitor A,Variety 12pk,18.99,15,284.85,0,0,538,No,No
2024-08-11,Target,South,Competitor B,Cheddar 6oz,5.49,16,87.84,0,0,381,No,No
2024-08-11,Target,South,Competitor B,Caramel 6oz,5.29,17,89.93,0,0,391,No,No
2024-08-11,Target,South,Competitor B,Mix 10oz,7.28,18,131.04,1,0,373,Yes,No
2024-08-11,Target,South,Competitor B,Caramel 10oz,8.49,12,101.88,0,0,380,No,No
2024-08-11,Target,South,Competitor B,Cheddar 10oz,8.79,14,123.06,0,0,385,No,No
2024-08-11,Target,South,Competitor B,Variety 12pk,18.99,13,246.87,0,1,393,No,Yes
2024-08-11,Target,West,Garrett,Cheddar 6oz,4.24,24,101.76,1,0,429,Yes,No
2024-08-11,Target,West,Garrett,Caramel 6oz,5.29,19,100.51,0,1,430,No,Yes
2024-08-11,Target,West,Garrett,Mix 10oz,8.99,31,278.69,0,1,423,No,Yes
2024-08-11,Target,West,Garrett,Caramel 10oz,8.49,17,144.33,0,0,437,No,No
2024-08-11,Target,West,Garrett,Cheddar 10oz,8.79,18,158.22,0,0,431,No,No
2024-08-11,Target,West,Garrett,Variety 12pk,18.99,11,208.89,0,0,405,No,No
2024-08-11,Target,West,Competitor A,Cheddar 6oz,5.49,30,164.7,0,1,554,No,Yes
2024-08-11,Target,West,Competitor A,Caramel 6oz,5.29,27,142.83,0,0,569,No,No
2024-08-11,Target,West,Competitor A,Mix 10oz,8.99,35,314.65,0,0,577,No,No
2024-08-11,Target,West,Competitor A,Caramel 10oz,8.49,25,212.25,0,0,571,No,No
2024-08-11,Target,West,Competitor A,Cheddar 10oz,8.79,25,219.75,0,0,586,No,No
2024-08-11,Target,West,Competitor A,Variety 12pk,18.99,18,341.82,0,0,558,No,No
2024-08-11,Target,West,Competitor B,Cheddar 6oz,5.49,16,87.84,0,0,373,No,No
2024-08-11,Target,West,Competitor B,Caramel 6oz,5.29,20,105.8,0,1,376,No,Yes
2024-08-11,Target,West,Competitor B,Mix 10oz,8.99,15,134.85,0,0,390,No,No
2024-08-11,Target,West,Competitor B,Caramel 10oz,8.49,12,101.88,0,0,375,No,No
2024-08-11,Target,West,Competitor B,Cheddar 10oz,7.81,18,140.58,1,0,382,Yes,No
2024-08-11,Target,West,Competitor B,Variety 12pk,16.12,10,161.2,1,0,384,Yes,No
2024-08-11,Kroger,Midwest,Garrett,Cheddar 6oz,5.49,15,82.35,0,0,297,No,No
2024-08-11,Kroger,Midwest,Garrett,Caramel 6oz,5.29,15,79.35,0,0,275,No,No
2024-08-11,Kroger,Midwest,Garrett,Mix 10oz,8.99,19,170.81,0,1,281,No,Yes
2024-08-11,Kroger,Midwest,Garrett,Caramel 10oz,6.47,14,90.58,1,0,281,Yes,No
2024-08-11,Kroger,Midwest,Garrett,Cheddar 10oz,8.79,12,105.48,0,0,271,No,No
2024-08-11,Kroger,Midwest,Garrett,Variety 12pk,14.42,10,144.2,1,0,291,Yes,No
2024-08-11,Kroger,Midwest,Competitor A,Cheddar 6oz,5.49,33,181.17,0,0,597,No,No
2024-08-11,Kroger,Midwest,Competitor A,Caramel 6oz,5.29,37,195.73,0,0,627,No,No
2024-08-11,Kroger,Midwest,Competitor A,Mix 10oz,7.83,60,469.8,1,0,614,Yes,No
2024-08-11,Kroger,Midwest,Competitor A,Caramel 10oz,6.49,41,266.09,1,1,623,Yes,Yes
2024-08-11,Kroger,Midwest,Competitor A,Cheddar 10oz,8.79,35,307.65,0,0,603,No,No
2024-08-11,Kroger,Midwest,Competitor A,Variety 12pk,18.99,20,379.8,0,0,616,No,No
2024-08-11,Kroger,Midwest,Competitor B,Cheddar 6oz,5.49,15,82.35,0,0,352,No,No
2024-08-11,Kroger,Midwest,Competitor B,Caramel 6oz,5.29,14,74.06,0,0,344,No,No
2024-08-11,Kroger,Midwest,Competitor B,Mix 10oz,8.99,17,152.83,0,0,341,No,No
2024-08-11,Kroger,Midwest,Competitor B,Caramel 10oz,8.49,14,118.86,0,0,345,No,No
2024-08-11,Kroger,Midwest,Competitor B,Cheddar 10oz,8.79,11,96.69,0,0,333,No,No
2024-08-11,Kroger,Midwest,Competitor B,Variety 12pk,18.99,12,227.88,0,1,358,No,Yes
2024-08-11,Kroger,Northeast,Garrett,Cheddar 6oz,5.49,14,76.86,0,0,285,No,No
2024-08-11,Kroger,Northeast,Garrett,Caramel 6oz,5.29,11,58.19,0,0,301,No,No
2024-08-11,Kroger,Northeast,Garrett,Mix 10oz,8.99,16,143.84,0,0,262,No,No
2024-08-11,Kroger,Northeast,Garrett,Caramel 10oz,7.28,14,101.92,1,0,266,Yes,No
2024-08-11,Kroger,Northeast,Garrett,Cheddar 10oz,8.79,12,105.48,0,0,296,No,No
2024-08-11,Kroger,Northeast,Garrett,Variety 12pk,18.99,9,170.91,0,0,295,No,No
2024-08-11,Kroger,Northeast,Competitor A,Cheddar 6oz,5.49,33,181.17,0,0,630,No,No
2024-08-11,Kroger,Northeast,Competitor A,Caramel 6oz,5.29,30,158.7,0,0,629,No,No
2024-08-11,Kroger,Northeast,Competitor A,Mix 10oz,8.99,36,323.64,0,0,642,No,No
2024-08-11,Kroger,Northeast,Competitor A,Caramel 10oz,6.68,32,213.76,1,0,650,Yes,No
2024-08-11,Kroger,Northeast,Competitor A,Cheddar 10oz,8.79,32,281.28,0,1,627,No,Yes
2024-08-11,Kroger,Northeast,Competitor A,Variety 12pk,18.99,19,360.81,0,0,605,No,No
2024-08-11,Kroger,Northeast,Competitor B,Cheddar 6oz,5.49,20,109.8,0,1,351,No,Yes
2024-08-11,Kroger,Northeast,Competitor B,Caramel 6oz,4.84,20,96.8,1,0,354,Yes,No
2024-08-11,Kroger,Northeast,Competitor B,Mix 10oz,7.02,20,140.4,1,0,370,Yes,No
2024-08-11,Kroger,Northeast,Competitor B,Caramel 10oz,8.49,11,93.39,0,0,354,No,No
2024-08-11,Kroger,Northeast,Competitor B,Cheddar 10oz,8.79,13,114.27,0,0,340,No,No
2024-08-11,Kroger,Northeast,Competitor B,Variety 12pk,18.99,9,170.91,0,0,342,No,No
2024-08-11,Kroger,South,Garrett,Cheddar 6oz,5.49,13,71.37,0,0,285,No,No
2024-08-11,Kroger,South,Garrett,Caramel 6oz,5.29,11,58.19,0,0,282,No,No
2024-08-11,Kroger,South,Garrett,Mix 10oz,8.99,15,134.85,0,0,284,No,No
2024-08-11,Kroger,South,Garrett,Caramel 10oz,8.49,11,93.39,0,0,272,No,No
2024-08-11,Kroger,South,Garrett,Cheddar 10oz,8.79,13,114.27,0,1,289,No,Yes
2024-08-11,Kroger,South,Garrett,Variety 12pk,17.36,7,121.52,1,0,300,Yes,No
2024-08-11,Kroger,South,Competitor A,Cheddar 6oz,5.49,28,153.72,0,0,624,No,No
2024-08-11,Kroger,South,Competitor A,Caramel 6oz,5.29,28,148.12,0,0,657,No,No
2024-08-11,Kroger,South,Competitor A,Mix 10oz,8.99,35,314.65,0,0,629,No,No
2024-08-11,Kroger,South,Competitor A,Caramel 10oz,6.91,36,248.76,1,0,619,Yes,No
2024-08-11,Kroger,South,Competitor A,Cheddar 10oz,8.79,26,228.54,0,0,588,No,No
2024-08-11,Kroger,South,Competitor A,Variety 12pk,17.32,18,311.76,1,0,593,Yes,No
2024-08-11,Kroger,South,Competitor B,Cheddar 6oz,5.49,13,71.37,0,0,330,No,No
2024-08-11,Kroger,South,Competitor B,Caramel 6oz,4.62,19,87.78,1,1,350,Yes,Yes
2024-08-11,Kroger,South,Competitor B,Mix 10oz,8.18,17,139.06,1,0,362,Yes,No
2024-08-11,Kroger,South,Competitor B,Caramel 10oz,8.49,9,76.41,0,0,327,No,No
2024-08-11,Kroger,South,Competitor B,Cheddar 10oz,8.79,9,79.11,0,0,345,No,No
2024-08-11,Kroger,South,Competitor B,Variety 12pk,15.16,12,181.92,1,1,347,Yes,Yes
2024-08-11,Kroger,West,Garrett,Cheddar 6oz,5.49,13,71.37,0,0,274,No,No
2024-08-11,Kroger,West,Garrett,Caramel 6oz,5.29,9,47.61,0,0,276,No,No
2024-08-11,Kroger,West,Garrett,Mix 10oz,8.99,11,98.89,0,0,274,No,No
2024-08-11,Kroger,West,Garrett,Caramel 10oz,8.49,9,76.41,0,1,300,No,Yes
2024-08-11,Kroger,West,Garrett,Cheddar 10oz,8.79,11,96.69,0,0,297,No,No
2024-08-11,Kroger,West,Garrett,Variety 12pk,15.98,9,143.82,1,1,284,Yes,Yes
2024-08-11,Kroger,West,Competitor A,Cheddar 6oz,5.49,36,197.64,0,0,592,No,No
2024-08-11,Kroger,West,Competitor A,Caramel 6oz,4.63,40,185.2,1,1,609,Yes,Yes
2024-08-11,Kroger,West,Competitor A,Mix 10oz,8.99,30,269.7,0,1,613,No,Yes
2024-08-11,Kroger,West,Competitor A,Caramel 10oz,8.49,25,212.25,0,0,609,No,No
2024-08-11,Kroger,West,Competitor A,Cheddar 10oz,8.79,24,210.96,0,1,592,No,Yes
2024-08-11,Kroger,West,Competitor A,Variety 12pk,14.89,29,431.81,1,1,640,Yes,Yes
2024-08-11,Kroger,West,Competitor B,Cheddar 6oz,5.49,12,65.88,0,0,351,No,No
2024-08-11,Kroger,West,Competitor B,Caramel 6oz,5.29,13,68.77,0,0,332,No,No
2024-08-11,Kroger,West,Competitor B,Mix 10oz,8.99,12,107.88,0,0,345,No,No
2024-08-11,Kroger,West,Competitor B,Caramel 10oz,8.49,14,118.86,0,0,348,No,No
2024-08-11,Kroger,West,Competitor B,Cheddar 10oz,8.79,10,87.9,0,0,340,No,No
2024-08-11,Kroger,West,Competitor B,Variety 12pk,18.99,9,170.91,0,1,347,No,Yes
2024-08-11,Walgreens,Midwest,Garrett,Cheddar 6oz,5.49,8,43.92,0,0,210,No,No
2024-08-11,Walgreens,Midwest,Garrett,Caramel 6oz,5.29,9,47.61,0,0,215,No,No
2024-08-11,Walgreens,Midwest,Garrett,Mix 10oz,8.99,7,62.93,0,0,217,No,No
2024-08-11,Walgreens,Midwest,Garrett,Caramel 10oz,8.49,8,67.92,0,0,220,No,No
2024-08-11,Walgreens,Midwest,Garrett,Cheddar 10oz,8.79,8,70.32,0,0,200,No,No
2024-08-11,Walgreens,Midwest,Garrett,Variety 12pk,18.99,5,94.95,0,0,224,No,No
2024-08-11,Walgreens,Midwest,Competitor A,Cheddar 6oz,5.49,16,87.84,0,0,418,No,No
2024-08-11,Walgreens,Midwest,Competitor A,Caramel 6oz,5.29,18,95.22,0,0,417,No,No
2024-08-11,Walgreens,Midwest,Competitor A,Mix 10oz,8.99,24,215.76,0,0,435,No,No
2024-08-11,Walgreens,Midwest,Competitor A,Caramel 10oz,6.91,15,103.65,1,0,424,Yes,No
2024-08-11,Walgreens,Midwest,Competitor A,Cheddar 10oz,8.79,13,114.27,0,0,423,No,No
2024-08-11,Walgreens,Midwest,Competitor A,Variety 12pk,18.99,13,246.87,0,0,432,No,No
2024-08-11,Walgreens,Midwest,Competitor B,Cheddar 6oz,5.01,11,55.11,1,1,267,Yes,Yes
2024-08-11,Walgreens,Midwest,Competitor B,Caramel 6oz,5.29,7,37.03,0,0,267,No,No
2024-08-11,Walgreens,Midwest,Competitor B,Mix 10oz,8.99,11,98.89,0,0,282,No,No
2024-08-11,Walgreens,Midwest,Competitor B,Caramel 10oz,8.49,6,50.94,0,0,260,No,No
2024-08-11,Walgreens,Midwest,Competitor B,Cheddar 10oz,8.79,8,70.32,0,0,260,No,No
2024-08-11,Walgreens,Midwest,Competitor B,Variety 12pk,18.99,8,151.92,0,1,263,No,Yes
2024-08-11,Walgreens,Northeast,Garrett,Cheddar 6oz,4.38,7,30.66,1,0,212,Yes,No
2024-08-11,Walgreens,Northeast,Garrett,Caramel 6oz,5.29,5,26.45,0,0,215,No,No
2024-08-11,Walgreens,Northeast,Garrett,Mix 10oz,8.99,6,53.94,0,0,215,No,No
2024-08-11,Walgreens,Northeast,Garrett,Caramel 10oz,7.59,7,53.13,1,0,202,Yes,No
2024-08-11,Walgreens,Northeast,Garrett,Cheddar 10oz,8.79,6,52.74,0,0,207,No,No
2024-08-11,Walgreens,Northeast,Garrett,Variety 12pk,17.33,3,51.99,1,0,211,Yes,No
2024-08-11,Walgreens,Northeast,Competitor A,Cheddar 6oz,5.49,14,76.86,0,0,428,No,No
2024-08-11,Walgreens,Northeast,Competitor A,Caramel 6oz,5.29,14,74.06,0,0,449,No,No
2024-08-11,Walgreens,Northeast,Competitor A,Mix 10oz,8.99,18,161.82,0,1,437,No,Yes
2024-08-11,Walgreens,Northeast,Competitor A,Caramel 10oz,8.49,14,118.86,0,0,433,No,No
2024-08-11,Walgreens,Northeast,Competitor A,Cheddar 10oz,7.26,12,87.12,1,0,437,Yes,No
2024-08-11,Walgreens,Northeast,Competitor A,Variety 12pk,18.99,10,189.9,0,0,436,No,No
2024-08-11,Walgreens,Northeast,Competitor B,Cheddar 6oz,5.49,7,38.43,0,0,262,No,No
2024-08-11,Walgreens,Northeast,Competitor B,Caramel 6oz,5.29,7,37.03,0,1,271,No,Yes
2024-08-11,Walgreens,Northeast,Competitor B,Mix 10oz,8.99,9,80.91,0,0,261,No,No
2024-08-11,Walgreens,Northeast,Competitor B,Caramel 10oz,8.49,6,50.94,0,0,273,No,No
2024-08-11,Walgreens,Northeast,Competitor B,Cheddar 10oz,8.79,7,61.53,0,0,271,No,No
2024-08-11,Walgreens,Northeast,Competitor B,Variety 12pk,18.99,5,94.95,0,0,270,No,No
2024-08-11,Walgreens,South,Garrett,Cheddar 6oz,5.49,5,27.45,0,0,208,No,No
2024-08-11,Walgreens,South,Garrett,Caramel 6oz,5.29,6,31.74,0,0,207,No,No
2024-08-11,Walgreens,South,Garrett,Mix 10oz,8.99,6,53.94,0,0,204,No,No
2024-08-11,Walgreens,South,Garrett,Caramel 10oz,8.49,7,59.43,0,0,218,No,No
2024-08-11,Walgreens,South,Garrett,Cheddar 10oz,8.79,7,61.53,0,0,208,No,No
2024-08-11,Walgreens,South,Garrett,Variety 12pk,18.99,4,75.96,0,0,221,No,No
2024-08-11,Walgreens,South,Competitor A,Cheddar 6oz,4.98,20,99.6,1,0,429,Yes,No
2024-08-11,Walgreens,South,Competitor A,Caramel 6oz,5.29,13,68.77,0,0,416,No,No
2024-08-11,Walgreens,South,Competitor A,Mix 10oz,7.38,17,125.46,1,0,409,Yes,No
2024-08-11,Walgreens,South,Competitor A,Caramel 10oz,8.49,13,110.37,0,0,427,No,No
2024-08-11,Walgreens,South,Competitor A,Cheddar 10oz,8.79,15,131.85,0,0,442,No,No
2024-08-11,Walgreens,South,Competitor A,Variety 12pk,18.99,8,151.92,0,0,429,No,No
2024-08-11,Walgreens,South,Competitor B,Cheddar 6oz,4.43,7,31.01,1,0,261,Yes,No
2024-08-11,Walgreens,South,Competitor B,Caramel 6oz,4.7,8,37.6,1,0,253,Yes,No
2024-08-11,Walgreens,South,Competitor B,Mix 10oz,7.09,8,56.72,1,0,266,Yes,No
2024-08-11,Walgreens,South,Competitor B,Caramel 10oz,8.49,7,59.43,0,0,268,No,No
2024-08-11,Walgreens,South,Competitor B,Cheddar 10oz,7.64,6,45.84,1,0,279,Yes,No
2024-08-11,Walgreens,South,Competitor B,Variety 12pk,18.99,2,37.98,0,0,264,No,No
2024-08-11,Walgreens,West,Garrett,Cheddar 6oz,4.22,13,54.86,1,1,218,Yes,Yes
2024-08-11,Walgreens,West,Garrett,Caramel 6oz,5.29,7,37.03,0,0,208,No,No
2024-08-11,Walgreens,West,Garrett,Mix 10oz,8.99,7,62.93,0,0,221,No,No
2024-08-11,Walgreens,West,Garrett,Caramel 10oz,8.49,6,50.94,0,0,221,No,No
2024-08-11,Walgreens,West,Garrett,Cheddar 10oz,8.79,7,61.53,0,1,214,No,Yes
2024-08-11,Walgreens,West,Garrett,Variety 12pk,18.99,3,56.97,0,0,209,No,No
2024-08-11,Walgreens,West,Competitor A,Cheddar 6oz,4.96,22,109.12,1,0,422,Yes,No
2024-08-11,Walgreens,West,Competitor A,Caramel 6oz,5.29,14,74.06,0,0,444,No,No
2024-08-11,Walgreens,West,Competitor A,Mix 10oz,8.99,18,161.82,0,0,418,No,No
2024-08-11,Walgreens,West,Competitor A,Caramel 10oz,7.74,17,131.58,1,0,443,Yes,No
2024-08-11,Walgreens,West,Competitor A,Cheddar 10oz,8.79,12,105.48,0,0,409,No,No
2024-08-11,Walgreens,West,Competitor A,Variety 12pk,14.99,15,224.85,1,0,404,Yes,No
2024-08-11,Walgreens,West,Competitor B,Cheddar 6oz,5.49,10,54.9,0,0,265,No,No
2024-08-11,Walgreens,West,Competitor B,Caramel 6oz,5.29,6,31.74,0,0,268,No,No
2024-08-11,Walgreens,West,Competitor B,Mix 10oz,7.42,7,51.94,1,0,268,Yes,No
2024-08-11,Walgreens,West,Competitor B,Caramel 10oz,8.49,6,50.94,0,0,257,No,No
2024-08-11,Walgreens,West,Competitor B,Cheddar 10oz,8.79,8,70.32,0,1,274,No,Yes
2024-08-11,Walgreens,West,Competitor B,Variety 12pk,18.99,6,113.94,0,0,260,No,No
2024-08-11,Costco,Midwest,Garrett,Cheddar 6oz,5.49,6,32.94,0,0,123,No,No
2024-08-11,Costco,Midwest,Garrett,Caramel 6oz,5.29,10,52.9,0,1,119,No,Yes
2024-08-11,Costco,Midwest,Garrett,Mix 10oz,8.99,8,71.92,0,0,121,No,No
2024-08-11,Costco,Midwest,Garrett,Caramel 10oz,8.49,6,50.94,0,0,120,No,No
2024-08-11,Costco,Midwest,Garrett,Cheddar 10oz,8.79,6,52.74,0,0,119,No,No
2024-08-11,Costco,Midwest,Garrett,Variety 12pk,18.99,2,37.98,0,0,117,No,No
2024-08-11,Costco,Midwest,Competitor A,Cheddar 6oz,5.49,14,76.86,0,0,202,No,No
2024-08-11,Costco,Midwest,Competitor A,Caramel 6oz,5.29,11,58.19,0,0,200,No,No
2024-08-11,Costco,Midwest,Competitor A,Mix 10oz,8.99,17,152.83,0,0,212,No,No
2024-08-11,Costco,Midwest,Competitor A,Caramel 10oz,8.49,10,84.9,0,0,224,No,No
2024-08-11,Costco,Midwest,Competitor A,Cheddar 10oz,8.79,11,96.69,0,0,208,No,No
2024-08-11,Costco,Midwest,Competitor A,Variety 12pk,16.24,13,211.12,1,0,207,Yes,No
2024-08-11,Costco,Midwest,Competitor B,Cheddar 6oz,5.49,9,49.41,0,0,167,No,No
2024-08-11,Costco,Midwest,Competitor B,Caramel 6oz,4.61,11,50.71,1,0,161,Yes,No
2024-08-11,Costco,Midwest,Competitor B,Mix 10oz,8.99,10,89.9,0,0,163,No,No
2024-08-11,Costco,Midwest,Competitor B,Caramel 10oz,8.49,6,50.94,0,0,161,No,No
2024-08-11,Costco,Midwest,Competitor B,Cheddar 10oz,8.79,7,61.53,0,0,157,No,No
2024-08-11,Costco,Midwest,Competitor B,Variety 12pk,18.99,6,113.94,0,0,161,No,No
2024-08-11,Costco,Northeast,Garrett,Cheddar 6oz,5.49,8,43.92,0,0,128,No,No
2024-08-11,Costco,Northeast,Garrett,Caramel 6oz,5.29,5,26.45,0,0,126,No,No
2024-08-11,Costco,Northeast,Garrett,Mix 10oz,8.99,6,53.94,0,0,114,No,No
2024-08-11,Costco,Northeast,Garrett,Caramel 10oz,8.49,6,50.94,0,0,121,No,No
2024-08-11,Costco,Northeast,Garrett,Cheddar 10oz,8.79,5,43.95,0,0,121,No,No
2024-08-11,Costco,Northeast,Garrett,Variety 12pk,18.99,5,94.95,0,0,120,No,No
